time_s,power_MW,power_pct,P_electric_MW,T_fuel_C,T_in_C,T_out_C,T_cool_avg_C,P_prim_MPa,P_sec_MPa,D_steam_kg_s,D_turb_kg_s,W_prim_kg_s,level_pzr_m,level_sg_m,reactivity_total_pcm,reactivity_doppler_pcm,reactivity_coolant_pcm,reactivity_rods_pcm
55.20,3237.76,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.75,56.97
55.25,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.75,56.97
55.30,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.35,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.40,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.45,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.50,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.55,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.60,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.65,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.70,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.75,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.80,3237.77,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.85,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.90,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
55.95,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.00,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.05,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.10,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.15,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.20,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.25,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.30,3237.78,101.18,1201.87,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.35,3237.78,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.40,3237.78,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.45,3237.78,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.50,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.55,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.58,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.60,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.65,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.331,2.400,0.09,-12.14,-44.74,56.97
56.70,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.74,56.97
56.75,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.74,56.97
56.80,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
56.85,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
56.90,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
56.95,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
57.00,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.58,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
57.05,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
57.10,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
57.15,3237.79,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.09,-12.14,-44.73,56.97
57.20,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.25,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.30,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.35,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.40,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.45,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.50,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.55,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.60,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.65,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.70,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.75,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.80,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.14,-44.73,56.97
57.85,3237.80,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
57.90,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
57.95,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.00,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.05,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.10,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.15,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.20,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.25,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.30,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.35,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.40,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.45,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.50,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.55,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.60,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.65,3237.81,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.70,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.75,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.80,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.73,56.97
58.85,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
58.90,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
58.95,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.00,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.05,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.10,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.15,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.20,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.25,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.30,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.35,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.40,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.45,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.50,3237.82,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.55,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.60,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.65,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.70,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.75,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.80,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.85,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.90,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
59.95,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
60.00,3237.83,101.18,1201.86,604.67,299.51,329.85,314.68,16.350,7.096,1797.57,1797.57,17600.0,6.330,2.400,0.10,-12.15,-44.72,56.97
